date,SP500,VIX,US10Y_yield
2010-01-04,84.79639434814453,20.040000915527344,3.8410000801086426
2010-01-05,85.02084350585938,19.350000381469727,3.755000114440918
2010-01-06,85.0807113647461,19.15999984741211,3.808000087738037
2010-01-07,85.43984985351562,19.059999465942383,3.822000026702881
2010-01-08,85.7241439819336,18.1299991607666,3.808000087738037
2010-01-11,85.84390258789062,17.549999237060547,3.818000078201294
2010-01-12,85.04328918457031,18.25,3.7190001010894775
2010-01-13,85.7615966796875,17.850000381469727,3.7829999923706055
2010-01-14,85.99356842041016,17.6299991607666,3.7339999675750732
2010-01-15,85.02831268310547,17.90999984741211,3.6760001182556152
2010-01-19,86.0907974243164,17.579999923706055,3.7070000171661377
2010-01-20,85.21537780761719,18.68000030517578,3.6589999198913574
2010-01-21,83.57676696777344,22.270000457763672,3.6110000610351562
2010-01-22,81.71369171142578,27.309999465942383,3.5980000495910645
2010-01-25,82.13268280029297,25.40999984741211,3.630000114440918
2010-01-26,81.78849029541016,24.549999237060547,3.630000114440918
2010-01-27,82.17758178710938,23.139999389648438,3.6440000534057617
2010-01-28,81.23480987548828,23.729999542236328,3.6579999923706055
2010-01-29,80.3519287109375,24.6200008392334,3.6089999675750732
2010-02-01,81.6014175415039,22.59000015258789,3.6540000438690186
2010-02-02,82.5890884399414,21.479999542236328,3.634999990463257
2010-02-03,82.17758178710938,21.600000381469727,3.703000068664551
2010-02-04,79.64109802246094,26.079999923706055,3.609999895095825
2010-02-05,79.80569458007812,26.110000610351562,3.5460000038146973
2010-02-08,79.2295913696289,26.510000228881836,3.5920000076293945
2010-02-09,80.2247314453125,26.0,3.632999897003174
2010-02-10,80.0676040649414,25.399999618530273,3.694000005722046
2010-02-11,80.90558624267578,23.959999084472656,3.7330000400543213
2010-02-12,80.83830261230469,22.729999542236328,3.693000078201294
2010-02-16,82.11023712158203,22.25,3.6640000343322754
2010-02-17,82.49932861328125,21.719999313354492,3.742000102996826
2010-02-18,82.98568725585938,20.6299991607666,3.802999973297119
2010-02-19,83.15777587890625,20.020000457763672,3.7820000648498535
2010-02-22,83.1727294921875,19.940000534057617,3.7990000247955322
2010-02-23,82.16260528564453,21.3700008392334,3.690999984741211
2010-02-24,82.91835021972656,20.270000457763672,3.694999933242798
2010-02-25,82.80608367919922,20.100000381469727,3.6419999599456787
2010-02-26,82.85846710205078,19.5,3.5950000286102295
2010-03-01,83.71894073486328,19.260000228881836,3.6059999465942383
2010-03-02,83.95087432861328,19.059999465942383,3.614000082015991
2010-03-03,84.0257339477539,18.829999923706055,3.625
2010-03-04,84.28009796142578,18.719999313354492,3.6059999465942383
2010-03-05,85.4847412109375,17.420000076293945,3.681999921798706
2010-03-08,85.4997329711914,17.790000915527344,3.7079999446868896
2010-03-09,85.64188385009766,17.920000076293945,3.7009999752044678
2010-03-10,86.02346801757812,18.56999969482422,3.7200000286102295
2010-03-11,86.38262176513672,18.059999465942383,3.7200000286102295
2010-03-12,86.39007568359375,17.579999923706055,3.7100000381469727
2010-03-15,86.41252899169922,18.0,3.7039999961853027
2010-03-16,87.1009292602539,17.690000534057617,3.6530001163482666
2010-03-17,87.6171646118164,16.90999984741211,3.6419999599456787
2010-03-18,87.57228088378906,16.6200008392334,3.671999931335449
2010-03-19,87.12903594970703,16.969999313354492,3.687000036239624
2010-03-22,87.5948257446289,16.8700008392334,3.6630001068115234
2010-03-23,88.21089935302734,16.350000381469727,3.680000066757202
2010-03-24,87.78263092041016,17.549999237060547,3.8289999961853027
2010-03-25,87.63988494873047,18.399999618530273,3.9010000228881836
2010-03-26,87.58731842041016,17.770000457763672,3.8550000190734863
2010-03-29,88.1432876586914,17.59000015258789,3.864000082015991
2010-03-30,88.20337677001953,17.1299991607666,3.868000030517578
2010-03-31,87.90286254882812,17.59000015258789,3.8329999446868896
2010-04-01,88.50389862060547,17.469999313354492,3.8589999675750732
2010-04-05,89.22518157958984,17.020000457763672,3.99399995803833
2010-04-06,89.43551635742188,16.229999542236328,3.9679999351501465
2010-04-07,88.92463684082031,16.6200008392334,3.86299991607666
2010-04-08,89.232666015625,16.479999542236328,3.8959999084472656
2010-04-09,89.81871032714844,16.139999389648438,3.888000011444092
2010-04-12,89.9614486694336,15.579999923706055,3.8459999561309814
2010-04-13,90.02908325195312,16.200000762939453,3.811000108718872
2010-04-14,91.05084228515625,15.59000015258789,3.8550000190734863
2010-04-15,91.12599182128906,15.890000343322754,3.8480000495910645
2010-04-16,89.67594909667969,18.360000610351562,3.7699999809265137
2010-04-19,90.0140380859375,17.34000015258789,3.806999921798706
2010-04-20,90.81791687011719,15.729999542236328,3.805000066757202
2010-04-21,90.65266418457031,16.31999969482422,3.73799991607666
2010-04-22,90.9231185913086,16.469999313354492,3.7720000743865967
2010-04-23,91.51663970947266,16.6200008392334,3.816999912261963
2010-04-26,91.17105102539062,17.469999313354492,3.815000057220459
2010-04-27,89.01480102539062,22.809999465942383,3.690000057220459
2010-04-28,89.69097137451172,21.079999923706055,3.7730000019073486
2010-04-29,90.80289459228516,18.440000534057617,3.7279999256134033
2010-04-30,89.26274108886719,22.049999237060547,3.6630001068115234
2010-05-03,90.41975402832031,20.190000534057617,3.7049999237060547
2010-05-04,88.29353332519531,23.84000015258789,3.61299991607666
2010-05-05,87.76761627197266,24.90999984741211,3.549999952316284
2010-05-06,84.85256958007812,32.79999923706055,3.3980000019073486
2010-05-07,83.59036254882812,40.95000076293945,3.428999900817871
2010-05-10,87.27178192138672,28.84000015258789,3.5390000343322754
2010-05-11,87.0238265991211,28.31999969482422,3.5350000858306885
2010-05-12,88.2409896850586,25.520000457763672,3.566999912261963
2010-05-13,87.1440200805664,26.68000030517578,3.563999891281128
2010-05-14,85.56629943847656,31.239999771118164,3.441999912261963
2010-05-17,85.61136627197266,30.84000015258789,3.4719998836517334
2010-05-18,84.44683837890625,33.54999923706055,3.375999927520752
2010-05-19,83.96605682373047,35.31999969482422,3.3589999675750732
2010-05-20,80.7955093383789,45.790000915527344,3.2639999389648438
2010-05-21,81.97502899169922,40.099998474121094,3.200000047683716
2010-05-24,80.9232177734375,38.31999969482422,3.2269999980926514
2010-05-25,81.00586700439453,34.61000061035156,3.1579999923706055
2010-05-26,80.51753234863281,35.02000045776367,3.2179999351501465
2010-05-27,83.21473693847656,29.68000030517578,3.3380000591278076
2010-05-28,82.17040252685547,32.06999969482422,3.3010001182556152
2010-06-01,80.78800964355469,35.540000915527344,3.2960000038146973
2010-06-02,82.89164733886719,30.170000076293945,3.3340001106262207
2010-06-03,83.17713928222656,29.459999084472656,3.378999948501587
2010-06-04,80.25457763671875,35.47999954223633,3.194999933242798
2010-06-07,79.25531005859375,36.56999969482422,3.184000015258789
2010-06-08,80.10432434082031,33.70000076293945,3.1679999828338623
2010-06-09,79.67604064941406,33.72999954223633,3.187000036239624
2010-06-10,82.0051040649414,30.56999969482422,3.319000005722046
2010-06-11,82.40328216552734,28.790000915527344,3.2160000801086426
2010-06-14,82.27558898925781,28.579999923706055,3.2750000953674316
2010-06-15,84.1463394165039,25.8700008392334,3.309999942779541
2010-06-16,84.11625671386719,25.920000076293945,3.2820000648498535
2010-06-17,84.25151824951172,25.049999237060547,3.190000057220459
2010-06-18,84.34285736083984,23.950000762939453,3.2230000495910645
2010-06-21,84.10130310058594,24.8799991607666,3.243000030517578
2010-06-22,82.71229553222656,27.049999237060547,3.1659998893737793
2010-06-23,82.4556655883789,26.90999984741211,3.115000009536743
2010-06-24,81.08930969238281,29.739999771118164,3.122999906539917
2010-06-25,81.42902374267578,28.530000686645508,3.11299991607666
2010-06-28,81.1723861694336,29.0,3.0320000648498535
2010-06-29,78.66614532470703,34.130001068115234,2.9670000076293945
2010-06-30,77.91883850097656,34.540000915527344,2.9509999752044678
2010-07-01,77.57157135009766,32.86000061035156,2.927000045776367
2010-07-02,77.14885711669922,30.1200008392334,2.9790000915527344
2010-07-06,77.65458679199219,29.649999618530273,2.931999921798706
2010-07-07,80.10041046142578,26.84000015258789,2.9800000190734863
2010-07-08,80.89301300048828,25.709999084472656,3.0199999809265137
